"","Game","Genre","Year","Month","Earnings","Players","Tournaments","Rank","Hours_watched","Hours_Streamed","Peak_viewers","Peak_channels","Streamers","Avg_viewers","Avg_channels","Avg_viewer_ratio"
"1433","Super Smash Bros. Ultimate","Fighting Game",2020,9,22911.74,102,31,80,1793382,110907,33496,417,11649,2494,154,16.17
"1434","Super Smash Bros. Ultimate","Fighting Game",2020,10,14707.98,82,27,70,2565729,135074,61183,2165,15301,3453,181,18.99
"1435","Super Smash Bros. Ultimate","Fighting Game",2020,11,40994.93,69,21,76,2160860,114804,65023,439,12154,3005,159,18.82
"1436","Super Smash Bros. Ultimate","Fighting Game",2020,12,23800.94,80,21,65,2999020,144718,107534,1459,16888,4036,194,20.72
"1437","Super Smash Bros. Ultimate","Fighting Game",2021,1,29383.92,76,22,82,2380637,148042,25340,518,16204,3204,199,16.08
"1438","Super Smash Bros. Ultimate","Fighting Game",2021,2,12570.77,57,20,81,2195510,132540,28661,946,14800,3271,197,16.56
"1439","Super Smash Bros. Ultimate","Fighting Game",2021,3,9182.77,75,30,66,3327446,165987,47370,1731,19143,4478,223,20.05
"1440","Super Smash Bros. Ultimate","Fighting Game",2021,4,18680.72,106,35,82,2755980,137380,57438,460,14923,3833,191,20.06
"1441","Super Smash Bros. Ultimate","Fighting Game",2021,5,16546.41,104,23,74,3076556,132283,48839,434,14388,4140,178,23.26
"1442","Super Smash Bros. Ultimate","Fighting Game",2021,6,20050.2,106,20,75,2806439,122918,42007,1297,14544,3903,170,22.83
"1443","Super Smash Bros. Ultimate","Fighting Game",2021,7,16976.98,100,20,89,2203930,118354,27408,485,14504,2966,159,18.62
"1444","Super Smash Bros. Ultimate","Fighting Game",2021,8,195895.99,148,22,56,4760960,105643,104514,334,12455,6407,142,45.07
"1445","Super Smash Bros. Ultimate","Fighting Game",2021,9,25281.99,75,15,63,3636507,100594,84812,469,11924,5057,139,36.15
"1446","Super Smash Bros. Ultimate","Fighting Game",2021,10,49949.12,122,21,48,4820425,133241,127533,2905,18215,6487,179,36.18
"1447","Super Smash Bros. Ultimate","Fighting Game",2021,11,54711.09,75,12,58,4103352,102412,80165,373,12934,5707,142,40.07
"1448","Super Smash Bros. Ultimate","Fighting Game",2021,12,96613.71,85,10,48,5575336,101946,125323,368,12113,7503,137,54.69
"1449","Team Fortress 2","First-Person Shooter",2016,3,3015.34,18,1,81,384852,25859,2995,88,4979,517,34,14.88
"1450","Team Fortress 2","First-Person Shooter",2016,4,16262.26,29,3,69,510682,29726,7238,103,5181,710,41,17.18
"1451","Team Fortress 2","First-Person Shooter",2016,5,4061.18,24,4,65,438525,25541,31233,84,5266,590,34,17.17
"1452","Team Fortress 2","First-Person Shooter",2016,6,3000,24,1,81,351456,21641,3143,66,4398,488,30,16.24
"1453","Team Fortress 2","First-Person Shooter",2016,7,1104,6,1,92,355149,22725,4071,67,4810,477,30,15.63
"1454","Team Fortress 2","First-Person Shooter",2016,8,25165.6,43,2,86,339436,19780,6742,58,3994,456,26,17.16
"1455","Team Fortress 2","First-Person Shooter",2016,9,448.63,26,1,83,311695,17462,7836,61,3605,433,24,17.85
"1456","Team Fortress 2","First-Person Shooter",2016,10,243.84,18,1,134,215118,18833,2509,61,3477,289,25,11.42
"1457","Team Fortress 2","First-Person Shooter",2016,11,6588.98,63,3,129,205898,15852,2199,62,2927,286,22,12.99
"1458","Team Fortress 2","First-Person Shooter",2016,12,19010,72,4,150,199206,15892,6687,56,872,268,21,12.53
"1459","Team Fortress 2","First-Person Shooter",2017,1,10500,42,2,176,246060,17790,3682,55,3786,331,23,13.83
"1460","Team Fortress 2","First-Person Shooter",2017,2,450,18,1,150,203858,17662,15245,69,3395,303,26,11.54
"1461","Team Fortress 2","First-Person Shooter",2017,3,893.82,36,2,152,183788,17061,3181,58,2656,247,22,10.77
"1462","Team Fortress 2","First-Person Shooter",2017,4,16228.59,42,2,156,179107,17445,1204,62,2775,249,24,10.27
"1463","Team Fortress 2","First-Person Shooter",2017,8,28085.54,93,5,162,216933,19115,3121,58,3775,291,25,11.35
"1464","Team Fortress 2","First-Person Shooter",2017,10,590.8,12,1,124,311299,23010,8828,145,4361,418,30,13.53
"1465","Team Fortress 2","First-Person Shooter",2017,11,7933.45,33,3,165,209922,19824,2842,74,3541,291,27,10.59
"1466","Team Fortress 2","First-Person Shooter",2017,12,18000,66,3,180,189070,18433,3821,62,3437,254,24,10.26
"1467","Team Fortress 2","First-Person Shooter",2018,2,19889.27,78,3,151,240940,20312,6881,70,3876,359,30,11.86
"1468","Team Fortress 2","First-Person Shooter",2018,3,7394.7,42,2,139,296309,23022,12823,78,4379,398,30,12.87
"1469","Team Fortress 2","First-Person Shooter",2018,4,17970,63,3,162,255236,23578,4784,80,4579,354,32,10.83
"1470","Team Fortress 2","First-Person Shooter",2018,8,25661.68,105,5,151,325596,26745,12976,80,5107,438,35,12.17
"1471","Team Fortress 2","First-Person Shooter",2018,11,1000,21,1,160,339911,22119,78576,70,4241,472,30,15.37
"1472","Team Fortress 2","First-Person Shooter",2018,12,19831,68,5,189,296091,22150,49331,72,4253,398,29,13.37
"1473","Teamfight Tactics","Strategy",2019,6,1039.65,3,1,9,29252998,292292,213768,2862,48458,40685,406,100.08
"1474","Teamfight Tactics","Strategy",2019,7,151000,66,3,2,68336250,1028044,358190,2966,110297,91973,1383,66.47
"1475","Teamfight Tactics","Strategy",2019,9,125000,52,2,14,15626703,279327,122332,636,42174,21733,388,55.94
"1476","Teamfight Tactics","Strategy",2019,10,150250,16,1,15,12473902,237776,86226,602,35995,16788,320,52.46
"1477","Teamfight Tactics","Strategy",2019,11,10000,8,1,20,9995956,247657,43088,845,37625,13902,344,40.36
"1478","Teamfight Tactics","Strategy",2019,12,11995,17,3,18,11214118,231366,71327,525,32689,15093,311,48.47
"1479","Teamfight Tactics","Strategy",2020,3,150250,16,1,18,13650837,305239,57503,1194,44779,18372,410,44.72
"1480","Teamfight Tactics","Strategy",2020,5,4779,7,1,15,21441095,337992,68163,711,37590,28857,454,63.44
"1481","Teamfight Tactics","Strategy",2020,9,215000,16,2,17,18931349,370654,115620,1567,40534,26330,515,51.08
"1482","Teamfight Tactics","Strategy",2021,4,250000,24,1,24,15006825,308819,106508,1703,36550,20871,429,48.59
"1483","Tekken 7","Fighting Game",2016,5,5643.68,14,3,180,106733,502,6037,4,15,143,0,212.62
"1484","Tekken 7","Fighting Game",2017,5,1800,8,1,174,159470,618,20595,56,467,214,0,258.04
"1485","Tekken 7","Fighting Game",2017,6,13247.02,14,4,15,6297513,96360,57509,508,25874,8758,134,65.35
"1486","Tekken 7","Fighting Game",2017,7,42916,20,4,30,2421950,43615,142873,103,11528,3259,58,55.53
"1487","Tekken 7","Fighting Game",2017,8,29610,22,5,50,1183806,33642,21625,80,8304,1593,45,35.19
"1488","Tekken 7","Fighting Game",2017,9,34623.08,32,6,47,1120074,28659,19476,68,6629,1557,39,39.08
"1489","Tekken 7","Fighting Game",2017,10,76060,63,9,56,977128,25863,18422,58,5336,1315,34,37.78
"1490","Tekken 7","Fighting Game",2017,11,94225,27,5,51,1247342,25923,48884,102,5613,1734,36,48.12
"1491","Tekken 7","Fighting Game",2017,12,35700.53,15,4,62,947862,29360,25674,98,6612,1275,39,32.28
"1492","Tekken 7","Fighting Game",2018,1,13300,15,4,76,756292,29038,43020,71,6371,1017,39,26.04
"1493","Tekken 7","Fighting Game",2018,2,31500,3,1,73,715326,22594,27458,57,4577,1066,33,31.66
"1494","Tekken 7","Fighting Game",2018,3,110750,27,4,50,1499822,30760,45219,131,6254,2018,41,48.76
"1495","Tekken 7","Fighting Game",2018,4,8000,15,4,63,1020544,26992,27399,67,5373,1419,37,37.81
"1496","Tekken 7","Fighting Game",2018,5,18567.64,22,5,63,1291300,28516,37121,62,5599,1737,38,45.28
"1497","Tekken 7","Fighting Game",2018,6,13916.5,24,5,72,1039747,28593,18040,71,5356,1446,39,36.36
"1498","Tekken 7","Fighting Game",2018,7,18124.46,27,7,56,1376889,32797,48985,72,5852,1853,44,41.98
"1499","Tekken 7","Fighting Game",2018,8,22857.17,24,5,44,2177499,37265,178753,84,7845,2930,50,58.43
"1500","Tekken 7","Fighting Game",2018,9,20254.78,18,6,36,3358915,48991,31650,204,8892,4671,68,68.56
"1501","Tekken 7","Fighting Game",2018,10,25629.16,21,6,49,1699175,40716,30235,100,7604,2286,54,41.73
"1502","Tekken 7","Fighting Game",2018,11,5635.93,13,3,85,966006,31959,71202,75,6029,1343,44,30.23
"1503","Tekken 7","Fighting Game",2018,12,50720.27,42,7,53,2109043,41646,58587,160,7879,2838,56,50.64
"1504","Tekken 7","Fighting Game",2019,1,3976.91,14,3,98,850925,40938,12729,91,6958,1145,55,20.79
"1505","Tekken 7","Fighting Game",2019,2,28580.6,14,3,76,1032859,36167,43736,150,5953,1539,53,28.56
"1506","Tekken 7","Fighting Game",2019,3,114500,15,3,68,1197400,42427,22975,158,7368,1611,57,28.22
"1507","Tekken 7","Fighting Game",2019,4,9788.62,15,3,79,1046841,38912,23203,91,6574,1455,54,26.9
"1508","Tekken 7","Fighting Game",2019,5,43363.56,31,7,62,1641031,39250,55676,89,6625,2208,52,41.81
"1509","Tekken 7","Fighting Game",2019,6,66663.36,56,9,63,1715986,39397,49000,89,6348,2386,54,43.56
"1510","Tekken 7","Fighting Game",2019,7,38574.78,49,12,50,1729724,42893,29620,95,6461,2328,57,40.33
"1511","Tekken 7","Fighting Game",2019,8,33777.62,32,8,39,3035084,50706,236556,113,7956,4084,68,59.86
"1512","Tekken 7","Fighting Game",2019,9,78958.8,59,16,48,1929707,52215,23642,200,8139,2683,72,36.96
"1513","Tekken 7","Fighting Game",2019,10,54784.86,63,16,60,1388511,43624,21971,97,6842,1868,58,31.83
"1514","Tekken 7","Fighting Game",2019,11,32860.4,65,10,60,1571704,38121,22619,83,6172,2185,53,41.23
"1515","Tekken 7","Fighting Game",2019,12,263900.92,48,8,48,2513646,48171,85363,159,8448,3383,64,52.18
"1516","Tekken 7","Fighting Game",2020,1,24397.06,29,4,78,1198374,45593,44635,104,8190,1612,61,26.28
"1517","Tekken 7","Fighting Game",2020,2,1302.22,8,2,104,787152,41318,21713,97,6606,1132,59,19.05
"1518","Tekken 7","Fighting Game",2020,3,1378.44,8,1,99,1001346,47567,19861,139,7353,1347,64,21.05
"1519","Tekken 7","Fighting Game",2020,6,18707.89,20,6,122,983397,51028,45772,110,6884,1367,70,19.27
"1520","Tekken 7","Fighting Game",2020,7,12184.4,12,4,125,1098417,56907,32733,121,7386,1478,76,19.3
"1521","Tekken 7","Fighting Game",2020,8,9359.6,17,6,101,1291964,60067,15365,133,7428,1738,80,21.51
"1522","Tekken 7","Fighting Game",2020,9,35337.75,24,10,97,1452124,58270,18391,149,7088,2019,81,24.92
"1523","Tekken 7","Fighting Game",2020,10,3315,11,4,113,1168406,55473,15527,117,6671,1572,74,21.06
"1524","Tekken 7","Fighting Game",2020,11,6000,9,3,75,2269538,73724,48907,242,8928,3156,102,30.78
"1525","Tekken 7","Fighting Game",2020,12,44935.2,13,3,102,1515554,62516,45874,143,7980,2039,84,24.24
"1526","Tekken 7","Fighting Game",2021,1,261.51,3,1,125,1235924,63175,19366,129,8301,1663,85,19.56
"1527","Tekken 7","Fighting Game",2021,3,15135.44,8,1,134,1408981,66144,14493,225,8616,1896,89,21.3
"1528","Tekken 7","Fighting Game",2021,4,50000,8,1,136,1296482,63164,22918,145,7542,1803,87,20.53
"1529","Tekken 7","Fighting Game",2021,6,250,3,1,50,4587708,65592,70777,156,7721,6380,91,69.94
"1530","Tekken 7","Fighting Game",2021,8,21000,8,1,123,1543893,65076,30309,140,6869,2077,87,23.72
"1531","Tekken 7","Fighting Game",2021,10,2004.59,8,1,126,1270109,58820,16529,135,5916,1709,79,21.59
"1532","Tekken 7","Fighting Game",2021,11,23400,15,2,130,1330349,55453,31461,118,5597,1850,77,23.99
"1533","Tekken 7","Fighting Game",2021,12,21640,16,2,123,1362187,56062,43146,115,5753,1833,75,24.3
"1534","The Elder Scrolls: Legends","Collectible Card Game",2017,8,5000,3,1,24,2735289,26762,11749,60,1540,3681,36,102.21
"1535","TrackMania 2: Stadium","Racing",2016,6,2360.37,7,2,132,166703,1034,33645,14,289,231,1,161.22
"1536","TrackMania 2: Stadium","Racing",2017,7,2600.43,8,4,114,420396,2601,51098,17,547,565,3,161.63
"1537","TrackMania 2: Stadium","Racing",2017,8,500,3,1,194,157496,2123,29999,19,374,211,2,74.19
"1538","TrackMania 2: Stadium","Racing",2017,9,679.25,6,2,107,395744,2100,84265,33,401,550,2,188.45
"1539","TrackMania 2: Stadium","Racing",2018,3,2884.44,8,3,85,715498,5538,27921,40,848,962,7,129.2
"1540","TrackMania 2: Stadium","Racing",2018,4,4918.71,19,5,94,585204,5481,79988,103,997,813,7,106.77
"1541","TrackMania 2: Stadium","Racing",2018,5,650.76,13,1,40,2352971,8172,40190,47,1434,3166,10,287.93
"1542","TrackMania 2: Stadium","Racing",2018,6,2589.63,15,3,53,1554338,8038,67328,121,1562,2161,11,193.37
"1543","TrackMania 2: Stadium","Racing",2018,10,6614.53,17,4,176,269039,3103,22216,26,534,362,4,86.7
"1544","TrackMania 2: Stadium","Racing",2018,11,397.97,8,3,155,355050,3808,101619,33,733,493,5,93.24
"1545","TrackMania 2: Stadium","Racing",2019,3,5835.31,25,9,115,592483,4918,23351,33,903,797,6,120.47
"1546","TrackMania 2: Stadium","Racing",2019,4,7860.95,22,10,168,352754,4384,19683,28,814,490,6,80.46
"1547","TrackMania 2: Stadium","Racing",2019,5,13641.23,21,7,41,2867680,11577,96220,71,2068,3859,15,247.7
"1548","TrackMania 2: Stadium","Racing",2019,6,5043.27,15,3,50,2193470,9744,90282,217,1648,3050,13,225.11
"1549","TrackMania 2: Stadium","Racing",2019,9,1102.77,10,4,128,470568,5055,96687,35,844,654,7,93.09
"1550","TrackMania 2: Stadium","Racing",2020,2,14219.15,56,11,107,760213,5746,29774,50,876,1093,8,132.3
"1551","Ultimate Marvel vs. Capcom 3","Fighting Game",2016,2,200,5,2,177,118584,961,26195,6,105,170,1,123.4
"1552","Ultimate Marvel vs. Capcom 3","Fighting Game",2016,3,2850,13,7,146,158043,636,45860,5,90,212,0,248.5
"1553","Ultimate Marvel vs. Capcom 3","Fighting Game",2016,4,790,9,4,186,113190,735,22743,7,92,157,1,154
"1554","Ultimate Marvel vs. Capcom 3","Fighting Game",2016,5,1307.66,18,4,151,134472,655,15455,6,101,180,0,205.3
"1555","Ultimate Marvel vs. Capcom 3","Fighting Game",2016,7,7820,8,1,74,482362,719,120615,11,93,649,0,670.88
"1556","Ultimate Marvel vs. Capcom 3","Fighting Game",2017,4,660,6,2,177,142609,3653,23350,20,958,198,5,39.04
"1557","Ultimate Marvel vs. Capcom 3","Fighting Game",2017,7,6520,8,1,123,386826,1749,88274,11,805,520,2,221.17
"1558","Ultra Street Fighter IV","Fighting Game",2016,1,2180,15,5,105,319472,11874,10931,42,2275,429,15,26.91
"1559","Ultra Street Fighter IV","Fighting Game",2016,2,160,3,1,156,142980,5836,6958,31,1519,205,8,24.5
"1560","Ultra Street Fighter IV","Fighting Game",2016,3,3020,8,3,200,93937,969,23183,8,409,126,1,96.94
"1561","Uncharted 4: A Thief's End","First-Person Shooter",2016,8,46235.07,5,1,156,153183,35352,5388,91,6523,206,47,4.33
"1562","UNO","Strategy",2020,1,20000,16,2,178,388478,10106,44736,61,6270,522,13,38.44
"1563","Vainglory","Multiplayer Online Battle Arena",2016,1,70160,36,1,90,385297,7555,6693,24,636,518,10,51
"1564","Vainglory","Multiplayer Online Battle Arena",2016,3,30000,21,1,69,467069,8295,9858,28,578,628,11,56.31
"1565","Vainglory","Multiplayer Online Battle Arena",2016,6,131040,90,3,79,355950,7480,8476,25,611,495,10,47.59
"1566","Vainglory","Multiplayer Online Battle Arena",2016,9,60000,45,2,72,375910,7698,8648,25,659,522,10,48.83
"1567","Vainglory","Multiplayer Online Battle Arena",2016,10,327.36,9,3,105,276019,7062,5582,25,681,371,9,39.09
"1568","Vainglory","Multiplayer Online Battle Arena",2016,11,4608.11,21,5,100,361220,7597,8877,25,609,502,10,47.55
"1569","Vainglory","Multiplayer Online Battle Arena",2016,12,128493.18,46,6,76,641527,8034,23099,27,221,863,10,79.85
"1570","Vainglory","Multiplayer Online Battle Arena",2017,3,2500,11,1,90,395071,7015,8572,23,544,531,9,56.32
"1571","Vainglory","Multiplayer Online Battle Arena",2017,4,86500,84,6,100,357152,6678,8390,21,507,496,9,53.48
"1572","Vainglory","Multiplayer Online Battle Arena",2017,5,88000,49,2,113,327075,6957,13969,22,620,440,9,47.01
"1573","Vainglory","Multiplayer Online Battle Arena",2017,7,2400,6,1,167,273588,6693,2932,22,619,368,9,40.88
"1574","VALORANT","First-Person Shooter",2020,4,60825.14,298,52,1,344551979,4588347,1728977,15710,319709,479209,6381,75.09
"1575","VALORANT","First-Person Shooter",2020,5,143887.2,335,47,2,144780385,4763465,790635,16287,363116,194859,6411,30.39
"1576","VALORANT","First-Person Shooter",2020,6,359319.99,716,58,8,55560006,3970028,250805,14194,331747,77274,5521,13.99
"1577","VALORANT","First-Person Shooter",2020,7,200356.45,634,45,6,56840893,3608486,151120,8081,285520,76501,4856,15.75
"1578","VALORANT","First-Person Shooter",2020,8,295613.58,340,37,7,54462195,3016992,564404,8000,256154,73300,4060,18.05
"1579","VALORANT","First-Person Shooter",2020,9,250313.54,321,30,10,37448029,2159886,155402,5330,196434,52083,3004,17.34
"1580","VALORANT","First-Person Shooter",2020,10,141000.13,285,25,11,37362055,1947328,165457,4681,176347,50285,2620,19.19
"1581","VALORANT","First-Person Shooter",2020,11,224139.6,233,18,13,41122398,1999433,145497,4730,182609,57193,2780,20.57
"1582","VALORANT","First-Person Shooter",2020,12,742137.77,739,33,14,42375108,2174160,286887,4958,197181,57032,2926,19.49
"1583","VALORANT","First-Person Shooter",2021,1,122983.14,281,17,11,54529695,3001295,227959,7100,258468,73391,4039,18.17
"1584","VALORANT","First-Person Shooter",2021,2,344137.95,436,27,7,70228871,2945356,289898,7382,266828,104662,4389,23.84
"1585","VALORANT","First-Person Shooter",2021,3,1049303.99,642,29,7,87645493,3531041,415809,8033,309748,117961,4752,24.82
"1586","VALORANT","First-Person Shooter",2021,4,359181.18,519,32,6,85635830,3435109,440084,8565,306540,119104,4777,24.93
"1587","VALORANT","First-Person Shooter",2021,5,1035775.97,559,25,4,100244546,3307836,1010321,8041,288329,134918,4452,30.31
"1588","VALORANT","First-Person Shooter",2021,6,197208.56,384,22,5,80581440,3217503,252386,7691,277299,112074,4474,25.04
"1589","VALORANT","First-Person Shooter",2021,7,317152.09,517,28,4,80880189,3289089,296686,6844,287260,108856,4426,24.59
"1590","VALORANT","First-Person Shooter",2021,8,626063.51,622,27,6,77525514,3085069,294465,6435,272547,104341,4152,25.13
"1591","VALORANT","First-Person Shooter",2021,9,738016.07,285,12,4,92393642,2972494,732010,7148,257779,128502,4134,31.08
"1592","VALORANT","First-Person Shooter",2021,10,325735.22,553,32,8,64164553,2715437,261799,5597,230732,86358,3654,23.63
"1593","VALORANT","First-Person Shooter",2021,11,308612.46,537,32,6,58685942,2645463,195672,5733,226858,81621,3679,22.18
"1594","VALORANT","First-Person Shooter",2021,12,1017903.96,137,4,3,98306478,2812461,1047665,6019,249067,132310,3785,34.95
"1595","World of Tanks","Strategy",2016,4,3e+05,32,1,11,6332479,122163,146906,341,12836,8807,169,51.84
"1596","World of Tanks","Strategy",2016,10,1e+05,27,1,17,4216872,117178,51897,350,11398,5675,157,35.99
"1597","World of Tanks","Strategy",2017,4,1e+05,30,1,21,4033103,118289,46388,355,9385,5609,164,34.1
"1598","World of Tanks","Strategy",2017,5,3e+05,68,1,16,5044005,114047,109108,331,11257,6788,153,44.23
"1599","World of Tanks","Strategy",2017,12,3e+05,56,1,25,3502309,121999,28501,338,10332,4713,164,28.71
"1600","World of Tanks","Strategy",2021,5,15000,4,1,48,5263256,161306,31828,509,9273,7083,217,32.63
"1601","WWE 2K20","Fighting Game",2019,10,50000,20,2,199,296891,10979,18023,141,1575,399,14,27.04
"1602","Yu-Gi-Oh! Duel Links","Collectible Card Game",2017,2,12.97,2,2,148,206885,8262,4735,28,813,308,12,25.04
"1603","Yu-Gi-Oh! Duel Links","Collectible Card Game",2017,3,38.74,6,4,139,202015,6469,1858,20,568,271,8,31.23
"1604","Yu-Gi-Oh! Duel Links","Collectible Card Game",2017,4,102.45,12,8,157,174111,4716,11185,17,401,242,6,36.92
"1605","Yu-Gi-Oh! Duel Links","Collectible Card Game",2017,5,388.61,22,11,176,158191,4285,2121,16,400,212,5,36.92
"1606","Yu-Gi-Oh! Duel Links","Collectible Card Game",2017,6,83.63,6,3,157,180777,5254,2250,22,478,251,7,34.41
"1607","Yu-Gi-Oh! Duel Links","Collectible Card Game",2017,10,3616.26,33,14,174,194046,4384,4023,17,456,261,5,44.26
"1608","Yu-Gi-Oh! Duel Links","Collectible Card Game",2017,11,1719.75,25,9,130,305013,10151,4138,52,1768,424,14,30.05
"1609","Yu-Gi-Oh! Duel Links","Collectible Card Game",2017,12,4970.49,30,19,108,458004,13456,22914,42,2138,616,18,34.04
"1610","Yu-Gi-Oh! Duel Links","Collectible Card Game",2018,1,7899.1,78,34,118,404572,14854,6273,45,2224,544,19,27.24
"1611","Yu-Gi-Oh! Duel Links","Collectible Card Game",2018,2,2054,40,16,111,396811,12120,7274,41,1685,591,18,32.74
"1612","Yu-Gi-Oh! Duel Links","Collectible Card Game",2018,3,7642.92,61,24,126,359260,10199,5724,31,1607,483,13,35.23
